type,client,tx,amount
deposit,943,1333,2
withdrawal,863,1334,16
withdrawal,286,1335,14
withdrawal,935,1336,17
withdrawal,287,1337,13
deposit,810,1338,17
withdrawal,330,1339,10
resolve,626,1022
withdrawal,608,1342,18
deposit,563,1343,16
withdrawal,695,1344,1
deposit,955,1345,14
withdrawal,838,1346,9
withdrawal,784,1348,18
withdrawal,419,1349,2
deposit,864,1351,2
deposit,780,1352,1
withdrawal,472,1353,13
withdrawal,131,1354,13
withdrawal,223,1356,2
withdrawal,106,1357,11
withdrawal,775,1358,12
withdrawal,984,1359,6
dispute,191,1175
withdrawal,936,1361,9
withdrawal,871,1362,13
deposit,492,1363,17
deposit,336,1364,7
deposit,629,1365,13
withdrawal,377,1366,3
deposit,882,1367,11
withdrawal,344,1368,12
deposit,446,1369,1
deposit,350,1371,1
dispute,121,1078
chargeback,191,1175
withdrawal,997,1374,12
deposit,472,1375,14
withdrawal,277,1376,16
chargeback,121,1078
withdrawal,590,1378,15
deposit,897,1379,9
withdrawal,800,1380,1
withdrawal,818,1381,6
deposit,326,1382,16
deposit,142,1383,6
deposit,320,1384,19
withdrawal,169,1385,12
withdrawal,11,1386,11
withdrawal,781,1387,10
withdrawal,115,1388,18
withdrawal,567,1390,16
deposit,524,1391,18
withdrawal,216,1392,10
withdrawal,912,1393,13
deposit,255,1394,7
deposit,97,1395,0
withdrawal,916,1396,8
deposit,94,1398,1
withdrawal,313,1399,3
withdrawal,14,1400,3
withdrawal,62,1401,5
withdrawal,845,1403,16
withdrawal,118,1404,0
withdrawal,196,1405,10
withdrawal,145,1406,19
deposit,204,1407,18
deposit,96,1408,14
withdrawal,275,1409,8
deposit,274,1410,13
withdrawal,453,1411,1
deposit,614,1412,5
deposit,524,1413,2
withdrawal,784,1414,3
deposit,97,1415,6
withdrawal,122,1416,8
deposit,795,1418,3
deposit,235,1419,3
withdrawal,670,1420,1
withdrawal,584,1421,18
withdrawal,78,1422,14
withdrawal,654,1423,14
deposit,502,1424,1
deposit,272,1425,0
deposit,267,1426,14
withdrawal,602,1427,2
withdrawal,441,1428,7
deposit,493,1429,5
deposit,327,1430,13
dispute,572,1252
deposit,678,1432,13
withdrawal,980,1433,16
withdrawal,799,1434,17
deposit,871,1435,12
deposit,221,1436,16
deposit,838,1437,15
deposit,574,1438,17
deposit,127,1439,18
withdrawal,14,1440,10
deposit,447,1441,4
deposit,491,1442,4
withdrawal,851,1443,14
withdrawal,986,1444,4
withdrawal,102,1445,18
deposit,826,1446,10
deposit,675,1447,9
deposit,897,1448,18
deposit,274,1449,8
deposit,65,1450,3
deposit,558,1451,16
withdrawal,932,1452,4
withdrawal,61,1453,1
deposit,981,1454,19
dispute,666,1227
withdrawal,647,1456,7
deposit,624,1457,4
deposit,319,1458,4
withdrawal,951,1459,10
deposit,81,1462,10
withdrawal,476,1463,1
chargeback,572,1252
deposit,428,1465,17
deposit,910,1466,14
deposit,492,1467,8
deposit,195,1468,16
withdrawal,227,1470,2
withdrawal,39,1471,8
withdrawal,114,1472,9
deposit,954,1473,18
deposit,60,1474,10
deposit,803,1475,4
withdrawal,251,1476,17
withdrawal,565,1477,4
deposit,28,1478,16
deposit,389,1479,18
deposit,574,1480,7
withdrawal,779,1481,3
deposit,587,1482,9
deposit,395,1483,17
withdrawal,402,1484,9
withdrawal,827,1485,0
deposit,27,1486,18
withdrawal,118,1487,15
resolve,666,1227
withdrawal,800,1489,6
withdrawal,902,1490,14
deposit,901,1491,10
deposit,288,1493,19
deposit,435,1494,2
deposit,595,1496,7
deposit,193,1497,2
withdrawal,462,1498,2
deposit,281,1500,0
withdrawal,777,1501,5
withdrawal,96,1502,18
deposit,436,1503,2
withdrawal,628,1504,11
withdrawal,91,1505,7
withdrawal,653,1506,11
deposit,60,1507,1
withdrawal,803,1508,19
deposit,778,1509,4
withdrawal,671,1510,1
deposit,463,1511,5
deposit,259,1512,18
deposit,710,1513,19
deposit,377,1514,15
deposit,726,1515,15
deposit,308,1516,2
withdrawal,922,1517,5
withdrawal,782,1518,11
deposit,303,1520,9
withdrawal,847,1521,14
withdrawal,410,1522,11
deposit,636,1523,8
deposit,709,1524,10
deposit,718,1525,5
deposit,258,1526,10
withdrawal,388,1527,15
deposit,28,1528,17
deposit,564,1529,7
dispute,799,1434
withdrawal,309,1531,8
withdrawal,462,1532,6
deposit,127,1533,15
deposit,35,1534,17
deposit,878,1535,1
deposit,442,1536,12
deposit,371,1537,13
chargeback,799,1434
deposit,653,1539,6
deposit,449,1540,2
deposit,219,1541,2
deposit,722,1542,5
withdrawal,954,1543,2
withdrawal,687,1544,6
deposit,57,1545,9
deposit,660,1546,2
withdrawal,615,1548,11
deposit,898,1549,1
withdrawal,507,1550,14
withdrawal,381,1551,18
deposit,8,1552,10
withdrawal,43,1553,15
deposit,774,1554,6
deposit,481,1555,8
withdrawal,568,1556,17
deposit,709,1557,2
withdrawal,793,1558,4
withdrawal,761,1559,6
withdrawal,565,1560,8
withdrawal,142,1561,8
deposit,851,1562,8
withdrawal,249,1563,1
deposit,571,1564,14
deposit,738,1565,16
deposit,686,1566,5
deposit,93,1567,19
withdrawal,346,1569,5
withdrawal,277,1570,10
deposit,970,1571,2
withdrawal,915,1572,9
withdrawal,327,1573,19
deposit,636,1574,11
deposit,626,1575,17
deposit,941,1577,2
withdrawal,635,1578,14
deposit,453,1580,7
withdrawal,630,1581,17
deposit,710,1583,1
deposit,743,1584,10
deposit,919,1585,15
withdrawal,801,1586,18
deposit,675,1587,4
withdrawal,40,1588,15
withdrawal,573,1589,18
deposit,858,1590,0
withdrawal,255,1591,6
deposit,104,1592,1
deposit,598,1593,2
deposit,436,1594,4
dispute,76,1215
withdrawal,611,1596,17
deposit,676,1597,7
deposit,200,1598,14
deposit,496,1599,15
deposit,835,1600,6
withdrawal,116,1601,6
withdrawal,178,1602,6
withdrawal,819,1603,6
withdrawal,423,1604,17
deposit,557,1605,12
withdrawal,656,1606,7
deposit,699,1607,16
deposit,520,1608,5
deposit,610,1609,16
deposit,369,1610,10
withdrawal,879,1611,3
deposit,844,1612,8
deposit,349,1613,7
deposit,768,1614,18
deposit,306,1615,6
withdrawal,219,1616,1
withdrawal,170,1618,5
deposit,597,1619,15
deposit,876,1620,3
chargeback,76,1215
dispute,432,537
deposit,606,1623,14
withdrawal,816,1624,17
deposit,995,1625,15
chargeback,432,537
deposit,251,1627,14
deposit,185,1628,16
withdrawal,17,1629,1
deposit,862,1630,15
withdrawal,157,1631,10
withdrawal,749,1632,13
withdrawal,769,1633,14
deposit,992,1634,17
deposit,71,1635,17
dispute,560,357
resolve,560,357
deposit,198,1638,1
withdrawal,929,1639,13
withdrawal,708,1640,3
deposit,854,1641,13
deposit,989,1642,11
dispute,301,1231
dispute,911,1267
chargeback,301,1231
deposit,957,1646,13
withdrawal,801,1647,7
deposit,584,1648,10
withdrawal,796,1650,13
deposit,316,1651,5
withdrawal,183,1652,10
withdrawal,789,1653,9
deposit,619,1654,16
withdrawal,703,1655,2
deposit,641,1656,12
deposit,786,1657,14
dispute,462,166
withdrawal,624,1659,19
dispute,853,1043
deposit,524,1661,0
deposit,808,1662,4
deposit,193,1663,4
deposit,103,1664,17
withdrawal,300,1665,13
deposit,971,1666,4
deposit,829,1667,13
withdrawal,46,1668,15
withdrawal,159,1669,6
withdrawal,965,1670,12
withdrawal,602,1671,19
withdrawal,127,1672,6
deposit,916,1673,18
withdrawal,573,1674,15
withdrawal,878,1675,7
deposit,477,1676,5
deposit,188,1677,7
deposit,500,1678,1
withdrawal,555,1679,12
dispute,383,1211
deposit,980,1682,6
deposit,117,1683,18
withdrawal,629,1684,8
deposit,862,1685,7
withdrawal,827,1686,9
withdrawal,140,1687,3
resolve,462,166
withdrawal,460,1689,18
deposit,642,1690,11
withdrawal,526,1691,6
deposit,370,1692,0
withdrawal,645,1693,18
chargeback,853,1043
deposit,409,1695,2
deposit,725,1696,10
chargeback,911,1267
withdrawal,419,1698,1
deposit,529,1699,13
deposit,395,1700,10
deposit,547,1701,0
deposit,352,1702,6
deposit,475,1703,9
deposit,576,1704,15
deposit,57,1705,7
resolve,383,1211
deposit,747,1707,9
withdrawal,22,1708,14
deposit,328,1709,11
deposit,832,1710,10
withdrawal,615,1711,10
deposit,278,1712,4
withdrawal,740,1713,0
deposit,364,1714,7
deposit,9,1715,15
withdrawal,91,1716,14
deposit,99,1717,8
deposit,750,1718,11
deposit,397,1719,10
dispute,142,1561
deposit,252,1721,7
deposit,893,1722,12
withdrawal,568,1723,2
withdrawal,356,1724,6
deposit,705,1725,16
deposit,444,1726,14
withdrawal,957,1727,11
deposit,147,1728,13
withdrawal,289,1729,11
withdrawal,843,1730,11
deposit,611,1731,4
withdrawal,388,1732,16
dispute,984,311
withdrawal,534,1734,7
dispute,292,281
chargeback,984,311
withdrawal,547,1737,4
deposit,30,1738,2
deposit,870,1739,7
deposit,248,1740,0
deposit,732,1741,12
deposit,744,1742,4
withdrawal,999,1743,18
withdrawal,528,1744,16
withdrawal,286,1745,8
deposit,124,1747,10
dispute,57,764
withdrawal,123,1749,7
deposit,817,1750,5
deposit,114,1751,1
deposit,823,1752,12
withdrawal,814,1753,7
withdrawal,875,1754,7
withdrawal,596,1755,15
chargeback,142,1561
withdrawal,317,1757,9
withdrawal,828,1758,14
withdrawal,468,1759,6
deposit,933,1761,11
deposit,787,1762,7
deposit,424,1764,19
withdrawal,809,1765,15
deposit,174,1766,17
deposit,413,1767,0
withdrawal,707,1769,17
deposit,669,1770,0
deposit,696,1771,7
deposit,721,1772,3
withdrawal,526,1773,3
deposit,297,1774,7
withdrawal,601,1775,15
deposit,792,1776,13
withdrawal,471,1777,14
withdrawal,39,1778,14
chargeback,292,281
withdrawal,97,1780,4
withdrawal,272,1782,6
dispute,565,1477
dispute,992,1634
deposit,672,1785,1
deposit,774,1786,15
withdrawal,998,1787,14
chargeback,57,764
withdrawal,84,1789,13
chargeback,565,1477
withdrawal,535,1791,6
resolve,992,1634
withdrawal,610,1793,13
deposit,152,1795,15
dispute,165,236
chargeback,165,236
dispute,512,13
deposit,94,1799,0
dispute,863,1334
dispute,957,1646
deposit,725,1802,8
deposit,915,1803,5
withdrawal,216,1804,11
deposit,152,1805,7
withdrawal,73,1806,0
withdrawal,860,1807,4
withdrawal,925,1808,18
deposit,720,1809,3
withdrawal,604,1810,5
deposit,31,1811,10
withdrawal,552,1812,6
deposit,23,1813,19
withdrawal,823,1814,9
withdrawal,312,1815,14
withdrawal,314,1816,15
withdrawal,299,1817,7
deposit,992,1818,4
withdrawal,798,1819,9
deposit,291,1821,3
withdrawal,157,1822,2
withdrawal,847,1823,16
dispute,678,1432
deposit,11,1825,10
withdrawal,247,1826,6
deposit,95,1827,9
withdrawal,242,1828,7
withdrawal,9,1829,18
withdrawal,817,1830,15
deposit,589,1831,0
withdrawal,620,1832,16
withdrawal,669,1833,4
withdrawal,791,1834,18
deposit,521,1835,13
deposit,855,1836,8
dispute,912,1393
deposit,421,1838,18
deposit,581,1839,17
deposit,475,1840,10
withdrawal,91,1841,5
withdrawal,198,1842,19
deposit,567,1843,14
deposit,937,1844,13
dispute,447,1441
resolve,957,1646
deposit,230,1847,6
resolve,512,13
deposit,89,1849,6
deposit,93,1850,19
deposit,670,1851,4
deposit,105,1852,6
withdrawal,70,1853,16
withdrawal,725,1855,18
deposit,422,1856,6
withdrawal,626,1857,8
withdrawal,922,1858,8
deposit,749,1859,3
deposit,241,1860,17
deposit,727,1861,12
deposit,259,1862,13
withdrawal,963,1863,16
deposit,362,1864,12
deposit,857,1865,8
resolve,678,1432
deposit,236,1867,13
withdrawal,70,1868,17
deposit,110,1869,18
withdrawal,85,1870,7
withdrawal,602,1871,7
deposit,842,1872,7
withdrawal,711,1873,9
deposit,423,1874,15
dispute,232,31
resolve,447,1441
withdrawal,483,1877,0
resolve,912,1393
deposit,467,1879,10
withdrawal,52,1880,3
resolve,863,1334
dispute,945,608
resolve,232,31
deposit,493,1884,8
deposit,94,1885,13
deposit,188,1886,3
deposit,352,1887,5
withdrawal,293,1888,17
deposit,19,1889,18
resolve,945,608
deposit,338,1891,11
withdrawal,242,1892,8
deposit,308,1893,14
deposit,304,1894,18
deposit,358,1895,11
deposit,285,1896,18
withdrawal,974,1897,3
withdrawal,354,1898,5
deposit,898,1899,19
deposit,604,1901,11
withdrawal,579,1902,18
withdrawal,218,1903,5
withdrawal,529,1904,17
deposit,67,1905,17
deposit,116,1906,6
withdrawal,646,1907,11
deposit,324,1908,5
deposit,308,1909,4
withdrawal,423,1910,6
withdrawal,727,1911,4
withdrawal,711,1912,14
deposit,289,1913,7
withdrawal,366,1914,12
deposit,623,1915,2
withdrawal,663,1916,15
withdrawal,608,1917,15
deposit,516,1918,4
deposit,437,1919,13
withdrawal,958,1920,8
deposit,97,1921,19
deposit,886,1922,13
dispute,39,1471
withdrawal,784,1925,13
withdrawal,697,1926,1
deposit,25,1927,1
deposit,129,1928,6
withdrawal,642,1929,19
deposit,974,1930,1
deposit,187,1931,17
deposit,81,1933,18
deposit,528,1934,16
withdrawal,385,1935,16
dispute,391,1290
withdrawal,45,1937,9
withdrawal,583,1938,3
deposit,112,1939,1
withdrawal,544,1940,14
withdrawal,991,1941,12
chargeback,39,1471
dispute,607,784
deposit,499,1944,4
deposit,240,1945,5
resolve,391,1290
withdrawal,152,1947,1
deposit,347,1948,15
deposit,790,1949,2
deposit,194,1950,15
deposit,781,1951,8
deposit,599,1952,18
withdrawal,595,1953,3
deposit,386,1954,6
deposit,617,1955,10
dispute,499,892
resolve,607,784
deposit,844,1958,7
withdrawal,58,1959,2
deposit,505,1960,0
withdrawal,192,1961,2
deposit,285,1962,0
withdrawal,936,1963,2
deposit,979,1964,19
withdrawal,685,1965,8
deposit,427,1966,6
deposit,50,1967,2
withdrawal,425,1968,1
dispute,13,881
deposit,144,1970,3
deposit,136,1971,1
withdrawal,508,1972,13
deposit,954,1973,18
withdrawal,501,1974,17
deposit,262,1975,17
withdrawal,935,1976,5
withdrawal,328,1977,13
deposit,822,1978,13
withdrawal,330,1979,15
withdrawal,413,1980,15
deposit,886,1981,6
resolve,499,892
withdrawal,886,1984,6
deposit,330,1985,16
withdrawal,157,1986,0
withdrawal,512,1987,18
withdrawal,49,1988,15
deposit,908,1989,19
withdrawal,946,1990,5
deposit,972,1991,11
deposit,730,1992,14
withdrawal,882,1993,13
chargeback,13,881
withdrawal,140,1995,6
withdrawal,103,1996,4
withdrawal,210,1997,3
deposit,187,1998,19
deposit,251,1999,10
deposit,932,2000,7
withdrawal,771,2001,15
withdrawal,120,2002,3
withdrawal,882,2003,15
deposit,140,2004,11
deposit,668,2005,11
withdrawal,148,2006,18
deposit,454,2007,6
deposit,192,2008,6
deposit,411,2009,4
withdrawal,424,2010,9
deposit,266,2011,0
withdrawal,593,2012,17
deposit,489,2014,19
deposit,369,2015,2
deposit,855,2016,2
withdrawal,372,2017,13
deposit,229,2019,3
deposit,557,2020,19
withdrawal,498,2021,15
withdrawal,61,2022,17
deposit,310,2023,15
deposit,481,2025,2
deposit,769,2026,8
withdrawal,860,2027,19
withdrawal,642,2028,12
withdrawal,248,2029,7
deposit,662,2030,13
withdrawal,889,2031,18
deposit,789,2032,7
dispute,855,2016
withdrawal,275,2034,10
deposit,498,2035,19
deposit,108,2036,5
deposit,639,2037,10
dispute,578,555
withdrawal,19,2039,13
deposit,566,2040,15
withdrawal,204,2041,6
deposit,547,2042,7
deposit,400,2043,3
deposit,942,2044,14
deposit,820,2045,13
deposit,50,2046,19
deposit,909,2048,19
withdrawal,559,2049,0
withdrawal,619,2050,2
deposit,290,2051,5
chargeback,855,2016
withdrawal,546,2053,4
deposit,479,2054,0
deposit,678,2055,0
withdrawal,413,2056,2
withdrawal,481,2058,19
deposit,681,2059,5
withdrawal,29,2060,14
deposit,749,2061,7
withdrawal,942,2062,13
deposit,296,2063,3
deposit,513,2064,12
deposit,260,2066,15
resolve,578,555
withdrawal,734,2069,11
deposit,647,2070,15
deposit,885,2071,9
deposit,635,2072,6
deposit,514,2073,9
withdrawal,12,2074,10
withdrawal,318,2075,5
deposit,424,2076,14
withdrawal,373,2077,12
deposit,967,2078,2
deposit,201,2079,10
withdrawal,324,2080,17
deposit,730,2081,8
withdrawal,248,2082,10
withdrawal,829,2083,0
deposit,962,2084,14
withdrawal,800,2085,1
deposit,22,2086,13
deposit,633,2087,10
withdrawal,947,2088,0
deposit,761,2089,15
withdrawal,861,2090,10
deposit,825,2091,18
withdrawal,452,2093,19
deposit,243,2094,4
withdrawal,955,2095,11
withdrawal,785,2096,15
withdrawal,948,2097,10
withdrawal,17,2098,0
dispute,199,660
deposit,186,2101,7
deposit,153,2102,17
withdrawal,58,2103,8
withdrawal,523,2105,16
withdrawal,827,2106,6
withdrawal,378,2107,5
deposit,842,2108,10
withdrawal,771,2109,4
deposit,795,2110,13
deposit,577,2111,18
withdrawal,421,2112,8
withdrawal,923,2113,12
deposit,682,2114,17
withdrawal,561,2115,6
deposit,597,2116,7
withdrawal,670,2117,0
deposit,349,2118,1
deposit,974,2119,11
deposit,663,2120,9
deposit,475,2121,5
deposit,217,2122,8
resolve,199,660
deposit,128,2124,6
deposit,798,2125,19
deposit,448,2126,4
deposit,38,2127,2
withdrawal,314,2128,14
deposit,491,2129,0
withdrawal,449,2130,3
deposit,161,2131,12
deposit,913,2132,12
dispute,534,533
deposit,441,2134,15
deposit,15,2135,6
dispute,290,1019
withdrawal,519,2138,13
deposit,311,2139,13
withdrawal,86,2140,15
deposit,346,2141,2
deposit,657,2143,15
withdrawal,278,2144,4
deposit,591,2145,3
deposit,114,2146,15
withdrawal,394,2147,6
deposit,561,2148,18
deposit,480,2149,14
deposit,730,2150,0
deposit,750,2151,8
deposit,455,2152,17
deposit,699,2153,4
withdrawal,961,2154,14
deposit,908,2155,3
deposit,659,2156,1
deposit,265,2157,7
withdrawal,906,2158,6
withdrawal,752,2159,11
deposit,539,2160,19
withdrawal,596,2161,6
deposit,54,2162,14
withdrawal,62,2163,0
withdrawal,651,2164,7
deposit,267,2165,17
deposit,182,2166,19
deposit,921,2167,15
deposit,276,2168,11
withdrawal,522,2169,10
withdrawal,186,2170,2
withdrawal,620,2171,6
withdrawal,539,2172,12
withdrawal,247,2173,2
withdrawal,473,2174,8
deposit,522,2175,8
withdrawal,537,2176,13
deposit,654,2177,0
withdrawal,968,2178,3
deposit,220,2179,17
deposit,1,2180,4
withdrawal,987,2181,4
withdrawal,315,2182,14
deposit,354,2184,5
withdrawal,486,2185,8
dispute,19,191
deposit,581,2188,1
deposit,134,2189,11
withdrawal,804,2190,11
deposit,275,2191,19
dispute,552,36
deposit,210,2193,12
chargeback,290,1019
deposit,940,2195,1
withdrawal,132,2196,15
deposit,214,2197,14
withdrawal,462,2198,0
deposit,527,2199,0
deposit,179,2200,11
deposit,821,2201,12
withdrawal,959,2202,16
deposit,427,2203,3
deposit,692,2204,9
withdrawal,794,2205,5
withdrawal,919,2206,3
withdrawal,801,2207,14
deposit,954,2208,19
deposit,733,2209,13
deposit,828,2210,5
withdrawal,147,2211,9
deposit,505,2212,9
deposit,590,2213,15
withdrawal,122,2214,7
deposit,246,2215,3
chargeback,534,533
deposit,496,2217,12
dispute,935,1336
deposit,107,2219,16
withdrawal,469,2220,16
deposit,172,2221,3
withdrawal,67,2222,10
withdrawal,974,2223,9
withdrawal,388,2224,7
deposit,842,2225,11
deposit,656,2226,0
withdrawal,913,2227,5
deposit,100,2228,12
dispute,194,979
withdrawal,770,2230,15
deposit,450,2231,10
withdrawal,300,2232,7
withdrawal,98,2233,4
deposit,48,2234,10
deposit,358,2235,8
dispute,473,2174
deposit,463,2238,13
deposit,930,2239,14
withdrawal,341,2240,19
deposit,248,2241,3
deposit,342,2242,4
withdrawal,839,2243,8
deposit,538,2244,15
deposit,206,2245,15
deposit,596,2246,19
deposit,826,2247,5
withdrawal,279,2248,17
deposit,145,2249,12
withdrawal,229,2250,13
withdrawal,845,2251,4
deposit,188,2253,18
withdrawal,458,2254,4
chargeback,19,191
dispute,660,283
chargeback,473,2174
deposit,430,2258,9
withdrawal,257,2259,1
deposit,197,2260,14
deposit,144,2261,0
withdrawal,114,2262,2
deposit,979,2263,9
resolve,935,1336
deposit,675,2265,10
dispute,925,1808
deposit,734,2267,13
deposit,329,2268,2
deposit,613,2269,2
dispute,267,272
withdrawal,651,2271,6
dispute,166,1024
deposit,245,2273,7
deposit,755,2274,1
withdrawal,826,2275,10
deposit,750,2276,6
withdrawal,407,2277,10
withdrawal,737,2278,18
deposit,212,2279,18
deposit,933,2280,18
deposit,439,2281,10
withdrawal,564,2282,14
resolve,660,283
deposit,300,2284,6
deposit,597,2285,16
deposit,819,2286,11
withdrawal,538,2287,8
deposit,371,2288,10
withdrawal,151,2289,15
deposit,936,2290,8
deposit,157,2291,8
withdrawal,279,2292,7
deposit,42,2293,3
withdrawal,636,2294,6
withdrawal,530,2295,0
deposit,563,2296,16
withdrawal,205,2299,5
deposit,996,2300,0
withdrawal,881,2301,3
withdrawal,126,2302,8
deposit,248,2303,2
dispute,511,826
chargeback,267,272
withdrawal,677,2306,18
withdrawal,357,2307,14
withdrawal,218,2308,2
deposit,151,2309,5
withdrawal,23,2310,17
dispute,338,715
dispute,237,664
withdrawal,628,2313,13
deposit,965,2314,17
deposit,70,2315,10
deposit,961,2316,6
dispute,88,971
deposit,850,2318,13
withdrawal,480,2319,9
deposit,201,2321,10
chargeback,237,664
deposit,605,2323,19
withdrawal,794,2324,13
deposit,583,2325,4
withdrawal,224,2326,6
deposit,411,2328,0
deposit,133,2330,18
dispute,779,819
chargeback,925,1808
deposit,286,2333,19
withdrawal,64,2334,18
withdrawal,78,2335,16
withdrawal,440,2336,12
deposit,462,2337,6
withdrawal,675,2338,0
withdrawal,735,2339,13
withdrawal,83,2340,18
deposit,253,2342,16
deposit,978,2343,3
withdrawal,598,2344,6
deposit,941,2345,18
withdrawal,612,2346,7
deposit,553,2347,13
withdrawal,836,2348,2
withdrawal,543,2349,17
withdrawal,345,2350,19
dispute,987,2181
withdrawal,801,2353,2
deposit,49,2355,15
deposit,346,2356,6
withdrawal,824,2357,16
deposit,59,2358,8
deposit,996,2359,5
withdrawal,864,2360,7
withdrawal,316,2361,18
withdrawal,244,2362,17
deposit,659,2363,9
deposit,520,2364,11
withdrawal,372,2365,0
deposit,154,2367,7
withdrawal,953,2368,7
